awayTeam,awayTeamKit,competition,date,endPeriod1,endPeriod2,homeTeam,homeTeamKit,homeTeamStartLeft,id,period1,period2,season,stadium,startPeriod1,startPeriod2,videos,week
"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2024-02-03T15:00:00,3001.034,6149.95,"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'home', 'primaryColor': '#690F3C', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#8CD1F3', 'secondaryTextColor': '#000000'}",True,13559,48.07306666666667,51.34135,2023-2024,"{'id': '6', 'name': 'Turf Moor', 'pitchLength': 105.0, 'pitchWidth': 68.0}",116.65,3069.469,"{'fps': 29.97, 'id': '17069', 'videoUrl': 'epitome-staging.pff.com/en/film_room/29650769-ab58-4cbe-b02f-f3a5d8e82a0a'}",23
"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'alt-1', 'primaryColor': '#7E1620', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#2B5D57', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2024-02-04T14:00:00,2975.842,6351.918,"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': 'home', 'primaryColor': '#184890', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#1D1D1D', 'secondaryTextColor': '#FFFFFF'}",False,13560,49.09965,55.37203333333333,2023-2024,"{'id': '7', 'name': 'Stamford Bridge', 'pitchLength': 103.0, 'pitchWidth': 67.5}",29.863,3029.596,"{'fps': 29.97, 'id': '17121', 'videoUrl': 'epitome-staging.pff.com/en/film_room/25554575-0df6-4bad-8b66-922066371183'}",23
"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': '2023 Alt', 'primaryColor': '#89736b', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#89736b'}","{'id': '1', 'name': 'Premier League'}",2024-02-03T12:30:00,3029.462,6336.903,"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13561,50.07173333333333,54.20475,2023-2024,"{'id': '9', 'name': 'Goodison Park', 'pitchLength': 100.5, 'pitchWidth': 68.0}",25.158,3084.618,"{'fps': 29.97, 'id': '17072', 'videoUrl': 'epitome-staging.pff.com/en/film_room/04014cab-7766-4e5f-aedb-bcfa1326de19'}",23
"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'alt-2', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2024-02-04T14:00:00,2912.146,6036.303,"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': 'home', 'primaryColor': '#D91117', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#221E20', 'secondaryTextColor': '#FFFFFF'}",True,13562,46.072766666666666,51.24736666666667,2023-2024,"{'id': '13', 'name': 'Old Trafford', 'pitchLength': 105.0, 'pitchWidth': 68.0}",147.78,2961.461,"{'fps': 29.97, 'id': '17124', 'videoUrl': 'epitome-staging.pff.com/en/film_room/855f9da4-6ad0-49aa-8698-18d851805a36'}",23
"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Home', 'primaryColor': '#ff5f00', 'primaryTextColor': '#1B1A38', 'secondaryColor': '#1B1A38', 'secondaryTextColor': '#ff5f00'}","{'id': '1', 'name': 'Premier League'}",2024-02-03T15:00:00,3090.557,6503.236,"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'home', 'primaryColor': '#000000', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13563,49.04293333333333,55.5561,2023-2024,"{'id': '14', 'name': ""St James' Park"", 'pitchLength': 105.0, 'pitchWidth': 68.0}",147.981,3169.87,"{'fps': 29.97, 'id': '17070', 'videoUrl': 'epitome-staging.pff.com/en/film_room/eb86139a-a95d-4c1c-89a8-35c834a4a71f'}",23
"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': '2022', 'primaryColor': '#93BDE4', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#93BDE4'}","{'id': '1', 'name': 'Premier League'}",2024-02-03T17:30:00,3024.157,6283.283,"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': 'home', 'primaryColor': '#E5292A', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13564,49.04903333333333,53.40285000000001,2023-2024,"{'id': '16', 'name': 'Bramall Lane', 'pitchLength': 101.0, 'pitchWidth': 68.0}",81.215,3079.112,"{'fps': 29.97, 'id': '17071', 'videoUrl': 'epitome-staging.pff.com/en/film_room/6a71f64b-bc4e-442c-a6c0-c68299c94bd1'}",23
"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': '2022 White Alt', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2024-02-11T16:30:00,3076.076,6205.672,"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'home', 'primaryColor': '#660E36', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#93BDE4', 'secondaryTextColor': '#000000'}",True,13565,49.94716666666667,51.568233333333325,2023-2024,"{'id': '4', 'name': 'Villa Park', 'pitchLength': 105.0, 'pitchWidth': 68.0}",79.246,3111.578,"{'fps': 29.97, 'id': '17385', 'videoUrl': 'epitome-staging.pff.com/en/film_room/cc85c528-8d63-464a-a4bb-7363a67a0529'}",24
"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': '2023 Away', 'primaryColor': '#cafff1', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#cafff1'}","{'id': '1', 'name': 'Premier League'}",2024-02-12T20:00:00,2915.916,6098.265,"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'home', 'primaryColor': '#DF2443', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}",True,13566,48.046933333333335,52.0159,2023-2024,"{'id': '8', 'name': 'Selhurst Park', 'pitchLength': 101.0, 'pitchWidth': 68.0}",33.1,2977.311,"{'fps': 29.97, 'id': '17461', 'videoUrl': 'epitome-staging.pff.com/en/film_room/7e5e7a9b-8f02-48a7-b166-9f1080f1bb4d'}",24
"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': '2023 Away', 'primaryColor': '#fffe33', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#fffe33'}","{'id': '1', 'name': 'Premier League'}",2024-02-10T15:00:00,3258.825,6472.806,"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}",True,13567,52.03201666666666,52.12935,2023-2024,"{'id': '25', 'name': 'Craven Cottage', 'pitchLength': 100.0, 'pitchWidth': 65.0}",136.904,3345.045,"{'fps': 29.97, 'id': '17307', 'videoUrl': 'epitome-staging.pff.com/en/film_room/35c65176-48b7-407a-8df0-f58b02f420d3'}",24
"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'alt-1', 'primaryColor': '#F7EB69', 'primaryTextColor': '#000000', 'secondaryColor': '#A44458', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2024-02-10T15:00:00,2943.844,6161.562,"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'home', 'primaryColor': '#D01317', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13568,48.8216,53.228233333333336,2023-2024,"{'id': '11', 'name': 'Anfield', 'pitchLength': 101.0, 'pitchWidth': 68.0}",14.548,2967.868,"{'fps': 29.97, 'id': '17308', 'videoUrl': 'epitome-staging.pff.com/en/film_room/bcc1cbef-87d8-4bb7-a0d8-5ba55cfc9fef'}",24
"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': '2023 Away', 'primaryColor': '#FFFF00', 'primaryTextColor': '#FF0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFF00'}","{'id': '1', 'name': 'Premier League'}",2024-02-10T15:00:00,3112.746,6437.571,"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Home', 'primaryColor': '#ff5f00', 'primaryTextColor': '#1B1A38', 'secondaryColor': '#1B1A38', 'secondaryTextColor': '#ff5f00'}",True,13569,50.07396666666667,54.418866666666666,2023-2024,"{'id': '117', 'name': 'Kenilworth Road', 'pitchLength': 100.0, 'pitchWidth': 66.0}",108.308,3172.439,"{'fps': 29.97, 'id': '17309', 'videoUrl': 'epitome-staging.pff.com/en/film_room/7eda6269-80d6-45c8-94b5-8221c2925ab0'}",24
"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': '2024 Alt', 'primaryColor': '#f16453', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#f16453'}","{'id': '1', 'name': 'Premier League'}",2024-02-10T12:30:00,2923.924,6287.988,"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'home', 'primaryColor': '#6CABDD', 'primaryTextColor': '#000000', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13570,48.391733333333335,55.07953333333334,2023-2024,"{'id': '12', 'name': 'Etihad Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",20.42,2983.216,"{'fps': 29.97, 'id': '17306', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9525ae7f-a276-4e5c-8821-1473b78b544d'}",24
"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': '2023 Alt', 'primaryColor': '#3f434d', 'primaryTextColor': '#e8ef68', 'secondaryColor': '#e8ef68', 'secondaryTextColor': '#3f434d'}","{'id': '1', 'name': 'Premier League'}",2024-02-10T17:30:00,3256.924,6425.859,"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': 'Home', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#ff0000'}",True,13571,51.63218333333334,51.926366666666674,2023-2024,"{'id': '120', 'name': 'City Ground', 'pitchLength': 105.0, 'pitchWidth': 71.0}",158.993,3310.277,"{'fps': 29.97, 'id': '17312', 'videoUrl': 'epitome-staging.pff.com/en/film_room/f9ea9a5d-a657-4d22-aba8-61b24c4216e4'}",24
"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'alt-3', 'primaryColor': '#000000', 'primaryTextColor': '#00cc33', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2024-02-10T15:00:00,3166.266,6430.397,"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#22274E', 'secondaryTextColor': '#FFFFFF'}",False,13572,51.02603333333333,53.182633333333335,2023-2024,"{'id': '1', 'name': 'The Tottenham Hotspur Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",104.704,3239.439,"{'fps': 29.97, 'id': '17310', 'videoUrl': 'epitome-staging.pff.com/en/film_room/1c51375b-46f9-4100-ae8d-487c0d0b6cee'}",24
"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': '2023 Away', 'primaryColor': '#ADFF2F', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ADFF2F'}","{'id': '1', 'name': 'Premier League'}",2024-02-11T14:00:00,3129.563,6039.406,"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'home', 'primaryColor': '#7C2C3B', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#2BACE3', 'secondaryTextColor': '#FFFFFF'}",True,13573,52.06483333333334,48.04528333333334,2023-2024,"{'id': '19', 'name': 'London Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",5.673,3156.689,"{'fps': 29.97, 'id': '17386', 'videoUrl': 'epitome-staging.pff.com/en/film_room/44bd85c8-6183-4285-8bdd-5efdddf0ada0'}",24
"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}","{'id': '1', 'name': 'Premier League'}",2024-02-10T15:00:00,2990.891,6204.871,"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'home', 'primaryColor': '#F59E1F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13574,48.0792,52.53475,2023-2024,"{'id': '20', 'name': 'Molineux', 'pitchLength': 105.0, 'pitchWidth': 68.0}",106.139,3052.786,"{'fps': 29.97, 'id': '17311', 'videoUrl': 'epitome-staging.pff.com/en/film_room/a8a87732-8007-43d5-8f12-8f87b6a8ca5e'}",24
"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'alt-5', 'primaryColor': '#9999ff', 'primaryTextColor': '#000000', 'secondaryColor': '#9999ff', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2024-02-17T12:30:00,3204.237,6363.797,"{'id': '119', 'name': 'Brentford', 'shortName': 'BRE'}","{'name': 'Home', 'primaryColor': '#e30613', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#e30613'}",True,13575,53.01746666666667,52.02091666666666,2023-2024,"{'id': '112', 'name': 'Brentford Community Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",23.189,3242.542,"{'fps': 29.97, 'id': '17585', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3ed6ada2-5cbe-4400-978d-c1017bccd2a5'}",25
"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': '2023 Away', 'primaryColor': '#ADFF2F', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ADFF2F'}","{'id': '1', 'name': 'Premier League'}",2024-02-17T15:00:00,2972.473,6331.865,"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'home', 'primaryColor': '#690F3C', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#8CD1F3', 'secondaryTextColor': '#000000'}",True,13576,48.14315,55.03948333333333,2023-2024,"{'id': '6', 'name': 'Turf Moor', 'pitchLength': 105.0, 'pitchWidth': 68.0}",83.884,3029.496,"{'fps': 29.97, 'id': '17586', 'videoUrl': 'epitome-staging.pff.com/en/film_room/23c1fb7b-70c3-41d3-8a84-0fda976ccc7a'}",25
"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'away', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2024-02-19T20:00:00,2863.697,5976.576,"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': 'home', 'primaryColor': '#0B478F', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13577,46.63051666666667,51.086083333333335,2023-2024,"{'id': '9', 'name': 'Goodison Park', 'pitchLength': 100.5, 'pitchWidth': 68.0}",65.866,2911.411,"{'fps': 29.97, 'id': '17751', 'videoUrl': 'epitome-staging.pff.com/en/film_room/bc981805-b83e-444d-8073-f81c6e8307b3'}",25
"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'home', 'primaryColor': '#660E36', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#93BDE4', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2024-02-17T15:00:00,3272.873,6355.755,"{'id': '54', 'name': 'Fulham', 'shortName': 'FUL'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#0B0906', 'secondaryTextColor': '#FFFFFF'}",True,13578,52.31788333333333,50.41095,2023-2024,"{'id': '25', 'name': 'Craven Cottage', 'pitchLength': 100.0, 'pitchWidth': 65.0}",133.8,3331.098,"{'fps': 29.97, 'id': '17587', 'videoUrl': 'epitome-staging.pff.com/en/film_room/9a89a462-41ce-4704-abe0-1312a6467418'}",25
"{'id': '12', 'name': 'Manchester United', 'shortName': 'MUN'}","{'name': '2022 White Alt', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2024-02-18T16:30:00,3080.313,6093.36,"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Home', 'primaryColor': '#ff5f00', 'primaryTextColor': '#1B1A38', 'secondaryColor': '#1B1A38', 'secondaryTextColor': '#ff5f00'}",True,13579,49.65798333333334,49.525633333333325,2023-2024,"{'id': '117', 'name': 'Kenilworth Road', 'pitchLength': 100.0, 'pitchWidth': 66.0}",100.834,3121.822,"{'fps': 29.97, 'id': '17649', 'videoUrl': 'epitome-staging.pff.com/en/film_room/eb0a9964-d766-4f45-8593-6621d941a856'}",25
"{'id': '6', 'name': 'Chelsea', 'shortName': 'CHE'}","{'name': 'home', 'primaryColor': '#184890', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#1D1D1D', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2024-02-17T17:30:00,2951.685,6017.651,"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'home', 'primaryColor': '#6CABDD', 'primaryTextColor': '#000000', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13580,48.06583333333333,50.43265,2023-2024,"{'id': '12', 'name': 'Etihad Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",67.735,2991.692,"{'fps': 29.97, 'id': '17590', 'videoUrl': 'epitome-staging.pff.com/en/film_room/4e9cc1b1-f893-4de4-801c-069da284c381'}",25
"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'Alt', 'primaryColor': '#96BEEC', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#96BEEC'}","{'id': '1', 'name': 'Premier League'}",2024-02-17T15:00:00,3118.352,6490.357,"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'home', 'primaryColor': '#000000', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13581,49.001783333333336,55.19741666666666,2023-2024,"{'id': '14', 'name': ""St James' Park"", 'pitchLength': 105.0, 'pitchWidth': 68.0}",178.245,3178.512,"{'fps': 29.97, 'id': '17588', 'videoUrl': 'epitome-staging.pff.com/en/film_room/4840b498-961b-4a52-80cd-a30ebd618f92'}",25
"{'id': '19', 'name': 'West Ham', 'shortName': 'WHU'}","{'name': 'alt-2', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2024-02-17T15:00:00,3233.333,6402.802,"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': 'Home', 'primaryColor': '#ff0000', 'primaryTextColor': '#ffffff', 'secondaryColor': '#ffffff', 'secondaryTextColor': '#ff0000'}",True,13582,51.061616666666666,51.90466666666666,2023-2024,"{'id': '120', 'name': 'City Ground', 'pitchLength': 105.0, 'pitchWidth': 71.0}",169.636,3288.522,"{'fps': 29.97, 'id': '17589', 'videoUrl': 'epitome-staging.pff.com/en/film_room/bcffc21f-3dda-46d3-bb0c-1ec667509c1c'}",25
"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'alt-1', 'primaryColor': '#1D1D1D', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2024-02-18T14:00:00,3266.2,6317.0,"{'id': '15', 'name': 'Sheffield United', 'shortName': 'SHU'}","{'name': 'home', 'primaryColor': '#E5292A', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13583,53.50906666666666,50.0481,2023-2024,"{'id': '16', 'name': 'Bramall Lane', 'pitchLength': 101.0, 'pitchWidth': 68.0}",55.656,3314.114,"{'fps': 29.97, 'id': '17648', 'videoUrl': 'epitome-staging.pff.com/en/film_room/2a989709-02c0-4be0-9817-287c81326dce'}",25
"{'id': '20', 'name': 'Wolverhampton Wanderers', 'shortName': 'WLV'}","{'name': 'alt-1', 'primaryColor': '#7E1620', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#2B5D57', 'secondaryTextColor': '#FFFFFF'}","{'id': '1', 'name': 'Premier League'}",2024-02-17T15:00:00,3128.762,6251.918,"{'id': '17', 'name': 'Tottenham Hotspur', 'shortName': 'TOT'}","{'name': 'home', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#22274E', 'secondaryTextColor': '#FFFFFF'}",True,13584,49.17863333333334,50.6373,2023-2024,"{'id': '1', 'name': 'The Tottenham Hotspur Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",178.044,3213.68,"{'fps': 29.97, 'id': '17591', 'videoUrl': 'epitome-staging.pff.com/en/film_room/0697ca53-03b2-47b2-ac12-5c9931cd176e'}",25
"{'id': '13', 'name': 'Newcastle United', 'shortName': 'NEW'}","{'name': 'alt home', 'primaryColor': '#ffffff', 'primaryTextColor': '#ff0000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2024-02-24T20:00:00,2948.381,5999.7,"{'id': '2', 'name': 'Arsenal', 'shortName': 'ARS'}","{'name': 'home', 'primaryColor': '#E10B17', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",True,13585,48.06305,50.0189,2023-2024,"{'id': '3', 'name': 'Emirates Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",64.598,2998.566,"{'fps': 29.97, 'id': '17877', 'videoUrl': 'epitome-staging.pff.com/en/film_room/50fcc6e1-8e40-4b71-a7f7-1f048b601c60'}",26
"{'id': '221', 'name': 'Nottingham Forest', 'shortName': 'FOR'}","{'name': '2023 Away', 'primaryColor': '#ffffff', 'primaryTextColor': '#003366', 'secondaryColor': '#99ffff', 'secondaryTextColor': '#003366'}","{'id': '1', 'name': 'Premier League'}",2024-02-24T15:00:00,3148.882,6196.596,"{'id': '3', 'name': 'Aston Villa', 'shortName': 'AVL'}","{'name': 'home', 'primaryColor': '#660E36', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#93BDE4', 'secondaryTextColor': '#000000'}",False,13586,50.958200000000005,49.60405,2023-2024,"{'id': '4', 'name': 'Villa Park', 'pitchLength': 105.0, 'pitchWidth': 68.0}",91.39,3220.353,"{'fps': 29.97, 'id': '17854', 'videoUrl': 'epitome-staging.pff.com/en/film_room/725aba45-f4ab-4ce7-8f4b-b8c206795efb'}",26
"{'id': '11', 'name': 'Manchester City', 'shortName': 'MCI'}","{'name': 'alt-1', 'primaryColor': '#FFFFFF', 'primaryTextColor': '#000000', 'secondaryColor': '#6CABDD', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2024-02-24T17:30:00,2896.529,6085.085,"{'id': '1', 'name': 'AFC Bournemouth', 'shortName': 'BOU'}","{'name': 'home', 'primaryColor': '#E20613', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#FFFFFF'}",False,13587,48.138133333333336,52.13936666666667,2023-2024,"{'id': '2', 'name': 'Vitality Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",8.241,2956.723,"{'fps': 29.97, 'id': '17858', 'videoUrl': 'epitome-staging.pff.com/en/film_room/5441ac5f-92c7-4d69-8e4a-f46dbec0b0e1'}",26
"{'id': '8', 'name': 'Everton', 'shortName': 'EVE'}","{'name': '2024 Alt', 'primaryColor': '#f16453', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#f16453'}","{'id': '1', 'name': 'Premier League'}",2024-02-24T15:00:00,2951.318,6314.081,"{'id': '4', 'name': 'Brighton & Hove Albion', 'shortName': 'BHA'}","{'name': 'home', 'primaryColor': '#0A55A2', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13588,47.06261666666667,55.09343333333334,2023-2024,"{'id': '5', 'name': 'Amex Stadium', 'pitchLength': 105.0, 'pitchWidth': 68.0}",127.561,3008.475,"{'fps': 29.97, 'id': '17855', 'videoUrl': 'epitome-staging.pff.com/en/film_room/7d0a623d-4fed-4119-a78f-3385675e7932'}",26
"{'id': '5', 'name': 'Burnley', 'shortName': 'BUR'}","{'name': 'alt-1', 'primaryColor': '#F7EB69', 'primaryTextColor': '#000000', 'secondaryColor': '#A44458', 'secondaryTextColor': '#000000'}","{'id': '1', 'name': 'Premier League'}",2024-02-24T15:00:00,3005.139,6557.257,"{'id': '7', 'name': 'Crystal Palace', 'shortName': 'CRY'}","{'name': 'home', 'primaryColor': '#DF2443', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#3258A3', 'secondaryTextColor': '#FFFFFF'}",True,13590,48.22323333333334,58.106983333333325,2023-2024,"{'id': '8', 'name': 'Selhurst Park', 'pitchLength': 101.0, 'pitchWidth': 68.0}",111.745,3070.838,"{'fps': 29.97, 'id': '17856', 'videoUrl': 'epitome-staging.pff.com/en/film_room/aa66ba6d-20ae-4ce6-a0ee-f10817cf30df'}",26
"{'id': '218', 'name': 'Luton Town', 'shortName': 'LUT'}","{'name': 'Alt', 'primaryColor': '#ffffff', 'primaryTextColor': '#000000', 'secondaryColor': '#000000', 'secondaryTextColor': '#ffffff'}","{'id': '1', 'name': 'Premier League'}",2024-02-21T19:30:00,2862.462,6064.331,"{'id': '10', 'name': 'Liverpool', 'shortName': 'LIV'}","{'name': 'home', 'primaryColor': '#D01317', 'primaryTextColor': '#FFFFFF', 'secondaryColor': '#FFFFFF', 'secondaryTextColor': '#000000'}",False,13591,47.086533333333335,53.04526666666667,2023-2024,"{'id': '11', 'name': 'Anfield', 'pitchLength': 101.0, 'pitchWidth': 68.0}",37.27,2881.615,"{'fps': 29.97, 'id': '17829', 'videoUrl': 'epitome-staging.pff.com/en/film_room/3abf81c1-80e8-429c-b879-579eb76cb293'}",26
